word,videos
q,mediapipe_landmarks/part_6_Q • ASL Dictionary.npz
q,mediapipe_landmarks/part_6_Q.npz
q,mediapipe_landmarks/part_10_q_1.npz
q,mediapipe_landmarks/part_10_q_4.npz
q,mediapipe_landmarks/part_10_q_2.npz
q,mediapipe_landmarks/part_10_q_6.npz
q,mediapipe_landmarks/part_6_Q_video_2.npz
q,mediapipe_landmarks/part_6_Q_video_0.npz
q,mediapipe_landmarks/part_6_Q_video_1.npz
r,mediapipe_landmarks/part_6_R • ASL Dictionary.npz
r,mediapipe_landmarks/part_10_r.npz
r,mediapipe_landmarks/part_10_r_4.npz
r,mediapipe_landmarks/part_10_r_2.npz
r,mediapipe_landmarks/part_10_r_6.npz
r,mediapipe_landmarks/part_10_r_1.npz
r,mediapipe_landmarks/part_10_r_video_1.npz
r,mediapipe_landmarks/part_10_r_video_4.npz
r,mediapipe_landmarks/part_10_r_video_2.npz
r,mediapipe_landmarks/part_10_r_video_5.npz
r,mediapipe_landmarks/part_10_r_video_6.npz
r,mediapipe_landmarks/part_10_r_video_3.npz
r,mediapipe_landmarks/part_10_r_video_0.npz
s,mediapipe_landmarks/part_6_S • ASL Dictionary.npz
s,mediapipe_landmarks/part_6_S.npz
s,mediapipe_landmarks/part_10_s_2.npz
s,mediapipe_landmarks/part_10_s_4.npz
s,mediapipe_landmarks/part_10_s_6.npz
s,mediapipe_landmarks/part_10_s_1.npz
s,mediapipe_landmarks/part_6_S_video_0.npz
s,mediapipe_landmarks/part_6_S_video_5.npz
s,mediapipe_landmarks/part_6_S_video_3.npz
s,mediapipe_landmarks/part_6_S_video_2.npz
s,mediapipe_landmarks/part_6_S_video_4.npz
s,mediapipe_landmarks/part_6_S_video_1.npz
t,mediapipe_landmarks/part_6_T • ASL Dictionary.npz
t,mediapipe_landmarks/part_11_t_4.npz
t,mediapipe_landmarks/part_11_t_2.npz
t,mediapipe_landmarks/part_11_t_1.npz
t,mediapipe_landmarks/part_11_t_6.npz
t,mediapipe_landmarks/part_6_T_video_1.npz
t,mediapipe_landmarks/part_6_T_video_2.npz
t,mediapipe_landmarks/part_6_T_video_0.npz
u,mediapipe_landmarks/part_6_U • ASL Dictionary.npz
u,mediapipe_landmarks/part_6_U.npz
u,mediapipe_landmarks/part_11_u_2.npz
u,mediapipe_landmarks/part_11_u_4.npz
u,mediapipe_landmarks/part_11_u_6.npz
u,mediapipe_landmarks/part_11_u_1.npz
u,mediapipe_landmarks/part_6_U_video_0.npz
u,mediapipe_landmarks/part_6_U_video_2.npz
u,mediapipe_landmarks/part_6_U_video_1.npz
u,mediapipe_landmarks/part_6_U_video_3.npz
v,mediapipe_landmarks/part_6_V • ASL Dictionary.npz
v,mediapipe_landmarks/part_6_V.npz
v,mediapipe_landmarks/part_11_v_4.npz
v,mediapipe_landmarks/part_11_v_2.npz
v,mediapipe_landmarks/part_11_v_6.npz
v,mediapipe_landmarks/part_11_v_1.npz
v,mediapipe_landmarks/part_6_V_video_1.npz
v,mediapipe_landmarks/part_6_V_video_0.npz
v,mediapipe_landmarks/part_6_V_video_3.npz
v,mediapipe_landmarks/part_6_V_video_2.npz
w,mediapipe_landmarks/part_6_W • ASL Dictionary.npz
w,mediapipe_landmarks/part_6_W.npz
w,mediapipe_landmarks/part_11_w_4.npz
w,mediapipe_landmarks/part_11_w_2.npz
w,mediapipe_landmarks/part_11_w_1.npz
w,mediapipe_landmarks/part_11_w_6.npz
w,mediapipe_landmarks/part_6_W_video_3.npz
w,mediapipe_landmarks/part_6_W_video_2.npz
w,mediapipe_landmarks/part_6_W_video_4.npz
w,mediapipe_landmarks/part_6_W_video_1.npz
w,mediapipe_landmarks/part_6_W_video_0.npz
x,mediapipe_landmarks/part_6_X • ASL Dictionary.npz
x,mediapipe_landmarks/part_6_X.npz
x,mediapipe_landmarks/part_6_X_video_2.npz
x,mediapipe_landmarks/part_6_X_video_1.npz
x,mediapipe_landmarks/part_6_X_video_0.npz
y,mediapipe_landmarks/part_6_Y • ASL Dictionary.npz
y,mediapipe_landmarks/part_6_Y.npz
y,mediapipe_landmarks/part_6_Y_video_1.npz
y,mediapipe_landmarks/part_6_Y_video_2.npz
y,mediapipe_landmarks/part_6_Y_video_0.npz
z,mediapipe_landmarks/part_6_Z • ASL Dictionary.npz
z,mediapipe_landmarks/part_6_Z.npz
z,mediapipe_landmarks/part_6_Z_video_2.npz
z,mediapipe_landmarks/part_6_Z_video_0.npz
z,mediapipe_landmarks/part_6_Z_video_1.npz
z,mediapipe_landmarks/part_6_Z_video_3.npz
a,mediapipe_landmarks/part_6_a_6_a_aug_0.npz
a,mediapipe_landmarks/part_6_a_5_a_aug_1.npz
a,mediapipe_landmarks/part_6_a_1_a_aug_2.npz
a,mediapipe_landmarks/part_6_a_2_a_aug_3.npz
a,mediapipe_landmarks/part_6_a_3_a_aug_4.npz
a,mediapipe_landmarks/part_6_A • ASL Dictionary_a_aug_5.npz
a,mediapipe_landmarks/part_6_a_6_a_aug_6.npz
a,mediapipe_landmarks/part_6_a_6_a_aug_7.npz
a,mediapipe_landmarks/part_6_a_4_a_aug_8.npz
a,mediapipe_landmarks/part_6_a_5_a_aug_9.npz
a,mediapipe_landmarks/part_6_a_4_a_aug_10.npz
a,mediapipe_landmarks/part_6_A_video_1_a_aug_11.npz
a,mediapipe_landmarks/part_6_a_3_a_aug_12.npz
a,mediapipe_landmarks/part_6_a_5_a_aug_13.npz
a,mediapipe_landmarks/part_6_a_1_a_aug_14.npz
a,mediapipe_landmarks/part_6_A_video_1_a_aug_15.npz
a,mediapipe_landmarks/part_6_A_video_1_a_aug_16.npz
a,mediapipe_landmarks/part_6_a_3_a_aug_17.npz
a,mediapipe_landmarks/part_6_a_6_a_aug_18.npz
a,mediapipe_landmarks/part_6_A_a_aug_19.npz
a,mediapipe_landmarks/part_6_A_a_aug_20.npz
a,mediapipe_landmarks/part_6_a_4_a_aug_21.npz
a,mediapipe_landmarks/part_6_A_video_2_a_aug_22.npz
a,mediapipe_landmarks/part_6_a_3_a_aug_23.npz
a,mediapipe_landmarks/part_6_a_6_a_aug_24.npz
a,mediapipe_landmarks/part_6_a_7_a_aug_25.npz
a,mediapipe_landmarks/part_6_a_7_a_aug_26.npz
a,mediapipe_landmarks/part_6_A_a_aug_27.npz
a,mediapipe_landmarks/part_6_a_1_a_aug_28.npz
a,mediapipe_landmarks/part_6_a_6_a_aug_29.npz
a,mediapipe_landmarks/part_6_a_6_a_aug_30.npz
a,mediapipe_landmarks/part_6_A_video_0_a_aug_31.npz
a,mediapipe_landmarks/part_6_a_7_a_aug_32.npz
a,mediapipe_landmarks/part_6_A_a_aug_33.npz
a,mediapipe_landmarks/part_6_a_3_a_aug_34.npz
a,mediapipe_landmarks/part_6_A_video_0_a_aug_35.npz
a,mediapipe_landmarks/part_6_A_video_0_a_aug_36.npz
a,mediapipe_landmarks/part_6_A_video_1_a_aug_37.npz
b,mediapipe_landmarks/part_6_b_4_b_aug_0.npz
b,mediapipe_landmarks/part_6_b_1_b_aug_1.npz
b,mediapipe_landmarks/part_6_b_4_b_aug_2.npz
b,mediapipe_landmarks/part_6_B_video_2_b_aug_3.npz
b,mediapipe_landmarks/part_6_b_3_b_aug_4.npz
b,mediapipe_landmarks/part_6_b_4_b_aug_5.npz
b,mediapipe_landmarks/part_6_b_4_b_aug_6.npz
b,mediapipe_landmarks/part_6_b_3_b_aug_7.npz
b,mediapipe_landmarks/part_6_b_5_b_aug_8.npz
b,mediapipe_landmarks/part_6_B_video_1_b_aug_9.npz
b,mediapipe_landmarks/part_6_B • ASL Dictionary_b_aug_10.npz
b,mediapipe_landmarks/part_6_b_2_b_aug_11.npz
b,mediapipe_landmarks/part_6_B_video_1_b_aug_12.npz
b,mediapipe_landmarks/part_6_b_8_b_aug_13.npz
b,mediapipe_landmarks/part_6_B_video_2_b_aug_14.npz
b,mediapipe_landmarks/part_6_B_video_2_b_aug_15.npz
b,mediapipe_landmarks/part_6_b_4_b_aug_16.npz
b,mediapipe_landmarks/part_6_B_video_0_b_aug_17.npz
b,mediapipe_landmarks/part_6_b_2_b_aug_18.npz
b,mediapipe_landmarks/part_6_b_8_b_aug_19.npz
b,mediapipe_landmarks/part_6_b_4_b_aug_20.npz
b,mediapipe_landmarks/part_6_B • ASL Dictionary_b_aug_21.npz
b,mediapipe_landmarks/part_6_b_4_b_aug_22.npz
b,mediapipe_landmarks/part_6_b_1_b_aug_23.npz
b,mediapipe_landmarks/part_6_B_video_1_b_aug_24.npz
b,mediapipe_landmarks/part_6_B_video_1_b_aug_25.npz
b,mediapipe_landmarks/part_6_B • ASL Dictionary_b_aug_26.npz
b,mediapipe_landmarks/part_6_b_2_b_aug_27.npz
b,mediapipe_landmarks/part_6_b_1_b_aug_28.npz
b,mediapipe_landmarks/part_6_b_5_b_aug_29.npz
b,mediapipe_landmarks/part_6_b_4_b_aug_30.npz
b,mediapipe_landmarks/part_6_B_video_1_b_aug_31.npz
b,mediapipe_landmarks/part_6_b_8_b_aug_32.npz
b,mediapipe_landmarks/part_6_b_8_b_aug_33.npz
b,mediapipe_landmarks/part_6_B_video_0_b_aug_34.npz
b,mediapipe_landmarks/part_6_B_video_2_b_aug_35.npz
b,mediapipe_landmarks/part_6_b_5_b_aug_36.npz
b,mediapipe_landmarks/part_6_b_6_b_aug_37.npz
b,mediapipe_landmarks/part_6_b_4_b_aug_38.npz
c,mediapipe_landmarks/part_7_c_3_c_aug_0.npz
c,mediapipe_landmarks/part_6_C • ASL Dictionary_c_aug_1.npz
c,mediapipe_landmarks/part_6_C • ASL Dictionary_c_aug_2.npz
c,mediapipe_landmarks/part_7_c_3_c_aug_3.npz
c,mediapipe_landmarks/part_6_C_c_aug_4.npz
c,mediapipe_landmarks/part_7_c_7_c_aug_6.npz
c,mediapipe_landmarks/part_6_C_video_0_c_aug_7.npz
c,mediapipe_landmarks/part_6_C_video_0_c_aug_8.npz
c,mediapipe_landmarks/part_6_C_video_0_c_aug_10.npz
c,mediapipe_landmarks/part_7_c_3_c_aug_11.npz
c,mediapipe_landmarks/part_7_c_6_c_aug_12.npz
c,mediapipe_landmarks/part_6_C_video_0_c_aug_13.npz
c,mediapipe_landmarks/part_7_c_3_c_aug_14.npz
c,mediapipe_landmarks/part_7_c_4_c_aug_16.npz
c,mediapipe_landmarks/part_7_c_4_c_aug_17.npz
c,mediapipe_landmarks/part_7_c_1_c_aug_18.npz
c,mediapipe_landmarks/part_7_c_2_c_aug_21.npz
c,mediapipe_landmarks/part_7_c_6_c_aug_22.npz
c,mediapipe_landmarks/part_7_c_1_c_aug_23.npz
c,mediapipe_landmarks/part_6_C_c_aug_25.npz
c,mediapipe_landmarks/part_7_c_2_c_aug_27.npz
c,mediapipe_landmarks/part_7_c_2_c_aug_28.npz
c,mediapipe_landmarks/part_7_c_6_c_aug_29.npz
c,mediapipe_landmarks/part_7_c_7_c_aug_30.npz
c,mediapipe_landmarks/part_7_c_1_c_aug_31.npz
c,mediapipe_landmarks/part_7_c_2_c_aug_33.npz
c,mediapipe_landmarks/part_6_C • ASL Dictionary_c_aug_34.npz
c,mediapipe_landmarks/part_7_c_4_c_aug_35.npz
c,mediapipe_landmarks/part_7_c_6_c_aug_36.npz
c,mediapipe_landmarks/part_6_C_video_0_c_aug_37.npz
c,mediapipe_landmarks/part_7_c_2_c_aug_38.npz
d,mediapipe_landmarks/part_7_d_1_d_aug_0.npz
d,mediapipe_landmarks/part_6_D_video_2_d_aug_1.npz
d,mediapipe_landmarks/part_6_D • ASL Dictionary_d_aug_2.npz
d,mediapipe_landmarks/part_6_D_d_aug_3.npz
d,mediapipe_landmarks/part_7_d_6_d_aug_4.npz
d,mediapipe_landmarks/part_7_d_4_d_aug_5.npz
d,mediapipe_landmarks/part_6_D_video_2_d_aug_6.npz
d,mediapipe_landmarks/part_7_d_4_d_aug_7.npz
d,mediapipe_landmarks/part_6_D_d_aug_8.npz
d,mediapipe_landmarks/part_7_d_3_d_aug_9.npz
d,mediapipe_landmarks/part_6_D_video_0_d_aug_10.npz
d,mediapipe_landmarks/part_7_d_2_d_aug_11.npz
d,mediapipe_landmarks/part_7_d_8_d_aug_12.npz
d,mediapipe_landmarks/part_7_d_5_d_aug_13.npz
d,mediapipe_landmarks/part_7_d_6_d_aug_14.npz
d,mediapipe_landmarks/part_7_d_8_d_aug_15.npz
d,mediapipe_landmarks/part_7_d_6_d_aug_16.npz
d,mediapipe_landmarks/part_7_d_7_d_aug_17.npz
d,mediapipe_landmarks/part_7_d_8_d_aug_18.npz
d,mediapipe_landmarks/part_7_d_8_d_aug_19.npz
d,mediapipe_landmarks/part_7_d_6_d_aug_20.npz
d,mediapipe_landmarks/part_7_d_1_d_aug_21.npz
d,mediapipe_landmarks/part_6_D_video_2_d_aug_22.npz
d,mediapipe_landmarks/part_7_d_2_d_aug_23.npz
d,mediapipe_landmarks/part_7_d_5_d_aug_24.npz
d,mediapipe_landmarks/part_6_D_video_0_d_aug_25.npz
d,mediapipe_landmarks/part_7_d_2_d_aug_26.npz
d,mediapipe_landmarks/part_7_d_5_d_aug_27.npz
d,mediapipe_landmarks/part_6_D • ASL Dictionary_d_aug_28.npz
d,mediapipe_landmarks/part_7_d_3_d_aug_29.npz
d,mediapipe_landmarks/part_7_d_2_d_aug_30.npz
d,mediapipe_landmarks/part_6_D_d_aug_31.npz
d,mediapipe_landmarks/part_6_D_video_1_d_aug_32.npz
d,mediapipe_landmarks/part_7_d_7_d_aug_33.npz
d,mediapipe_landmarks/part_6_D • ASL Dictionary_d_aug_34.npz
d,mediapipe_landmarks/part_6_D_d_aug_35.npz
d,mediapipe_landmarks/part_7_d_4_d_aug_36.npz
e,mediapipe_landmarks/part_8_e_6_e_aug_0.npz
e,mediapipe_landmarks/part_8_e_2_e_aug_1.npz
e,mediapipe_landmarks/part_6_E_video_0_e_aug_2.npz
e,mediapipe_landmarks/part_8_e_6_e_aug_3.npz
e,mediapipe_landmarks/part_8_e_1_e_aug_4.npz
e,mediapipe_landmarks/part_8_e_3_e_aug_5.npz
e,mediapipe_landmarks/part_8_e_2_e_aug_6.npz
e,mediapipe_landmarks/part_8_e_6_e_aug_7.npz
e,mediapipe_landmarks/part_8_e_5_e_aug_8.npz
e,mediapipe_landmarks/part_8_e_7_e_aug_9.npz
e,mediapipe_landmarks/part_6_E • ASL Dictionary_e_aug_10.npz
e,mediapipe_landmarks/part_6_E_e_aug_11.npz
e,mediapipe_landmarks/part_8_e_2_e_aug_12.npz
e,mediapipe_landmarks/part_8_e_4_e_aug_13.npz
e,mediapipe_landmarks/part_8_e_6_e_aug_14.npz
e,mediapipe_landmarks/part_6_E_video_0_e_aug_15.npz
e,mediapipe_landmarks/part_8_e_3_e_aug_16.npz
e,mediapipe_landmarks/part_8_e_8_e_aug_17.npz
e,mediapipe_landmarks/part_6_E • ASL Dictionary_e_aug_18.npz
e,mediapipe_landmarks/part_8_e_3_e_aug_19.npz
e,mediapipe_landmarks/part_8_e_4_e_aug_20.npz
e,mediapipe_landmarks/part_8_e_4_e_aug_21.npz
e,mediapipe_landmarks/part_8_e_1_e_aug_22.npz
e,mediapipe_landmarks/part_6_E • ASL Dictionary_e_aug_23.npz
e,mediapipe_landmarks/part_6_E_video_2_e_aug_24.npz
e,mediapipe_landmarks/part_6_E • ASL Dictionary_e_aug_25.npz
e,mediapipe_landmarks/part_8_e_3_e_aug_26.npz
e,mediapipe_landmarks/part_8_e_2_e_aug_27.npz
e,mediapipe_landmarks/part_8_e_8_e_aug_28.npz
e,mediapipe_landmarks/part_8_e_3_e_aug_29.npz
e,mediapipe_landmarks/part_6_E_video_2_e_aug_30.npz
e,mediapipe_landmarks/part_6_E_video_2_e_aug_31.npz
e,mediapipe_landmarks/part_8_e_1_e_aug_32.npz
e,mediapipe_landmarks/part_6_E_video_2_e_aug_33.npz
e,mediapipe_landmarks/part_8_e_3_e_aug_34.npz
e,mediapipe_landmarks/part_6_E_e_aug_35.npz
e,mediapipe_landmarks/part_8_e_2_e_aug_36.npz
f,mediapipe_landmarks/part_8_f_7_f_aug_0.npz
f,mediapipe_landmarks/part_6_F • ASL Dictionary_f_aug_1.npz
f,mediapipe_landmarks/part_6_F • ASL Dictionary_f_aug_2.npz
f,mediapipe_landmarks/part_8_f_3_f_aug_3.npz
f,mediapipe_landmarks/part_8_f_4_f_aug_4.npz
f,mediapipe_landmarks/part_8_f_3_f_aug_5.npz
f,mediapipe_landmarks/part_8_f_2_f_aug_6.npz
f,mediapipe_landmarks/part_8_f_4_f_aug_7.npz
f,mediapipe_landmarks/part_8_f_7_f_aug_8.npz
f,mediapipe_landmarks/part_8_f_2_f_aug_9.npz
f,mediapipe_landmarks/part_8_f_7_f_aug_10.npz
f,mediapipe_landmarks/part_6_F • ASL Dictionary_f_aug_11.npz
f,mediapipe_landmarks/part_8_f_4_f_aug_12.npz
f,mediapipe_landmarks/part_8_f_6_f_aug_13.npz
f,mediapipe_landmarks/part_8_f_1_f_aug_14.npz
f,mediapipe_landmarks/part_6_F • ASL Dictionary_f_aug_15.npz
f,mediapipe_landmarks/part_8_f_4_f_aug_16.npz
f,mediapipe_landmarks/part_8_f_1_f_aug_17.npz
f,mediapipe_landmarks/part_8_f_3_f_aug_18.npz
f,mediapipe_landmarks/part_8_f_1_f_aug_19.npz
f,mediapipe_landmarks/part_8_f_2_f_aug_20.npz
f,mediapipe_landmarks/part_6_F • ASL Dictionary_f_aug_21.npz
f,mediapipe_landmarks/part_8_f_7_f_aug_22.npz
f,mediapipe_landmarks/part_8_f_6_f_aug_23.npz
f,mediapipe_landmarks/part_8_f_2_f_aug_24.npz
f,mediapipe_landmarks/part_6_F • ASL Dictionary_f_aug_25.npz
f,mediapipe_landmarks/part_8_f_4_f_aug_26.npz
f,mediapipe_landmarks/part_6_F • ASL Dictionary_f_aug_27.npz
f,mediapipe_landmarks/part_8_f_4_f_aug_28.npz
f,mediapipe_landmarks/part_6_F • ASL Dictionary_f_aug_29.npz
f,mediapipe_landmarks/part_8_f_4_f_aug_30.npz
f,mediapipe_landmarks/part_8_f_4_f_aug_31.npz
f,mediapipe_landmarks/part_8_f_3_f_aug_32.npz
f,mediapipe_landmarks/part_8_f_2_f_aug_33.npz
f,mediapipe_landmarks/part_8_f_3_f_aug_34.npz
f,mediapipe_landmarks/part_8_f_2_f_aug_35.npz
f,mediapipe_landmarks/part_8_f_1_f_aug_36.npz
f,mediapipe_landmarks/part_8_f_5_f_aug_37.npz
f,mediapipe_landmarks/part_8_f_2_f_aug_38.npz
f,mediapipe_landmarks/part_6_F • ASL Dictionary_f_aug_39.npz
f,mediapipe_landmarks/part_8_f_5_f_aug_40.npz
f,mediapipe_landmarks/part_8_f_4_f_aug_41.npz
g,mediapipe_landmarks/part_8_g_6_g_aug_0.npz
g,mediapipe_landmarks/part_8_g_6_g_aug_1.npz
g,mediapipe_landmarks/part_8_g_4_g_aug_2.npz
g,mediapipe_landmarks/part_8_g_1_g_aug_3.npz
g,mediapipe_landmarks/part_8_g_7_g_aug_4.npz
