word,videos
sign,mediapipe_landmarks/part_10_sign_2.npz
right,mediapipe_landmarks/part_10_right_20241119_172651_23.npz
breathe,mediapipe_landmarks/part_5_8075207392891508-BREATHE.npz
breathe,mediapipe_landmarks/part_1_17933068147202302-BREATHE.npz
breathe,mediapipe_landmarks/part_5_7916010690365956-BREATHE.npz
careful,mediapipe_landmarks/part_5_7561801326116206-CAREFUL.npz
left,mediapipe_landmarks/part_5_7336714898090413-LEFT.npz
drown,mediapipe_landmarks/part_8_drown_20241119_172640_55.npz
interpreter,mediapipe_landmarks/part_5_8950421059667071-INTERPRETER.npz
fire,mediapipe_landmarks/part_3_4504051194690162-FIRE.npz
gun,mediapipe_landmarks/part_8_gun_20241119_172644_69.npz
above,mediapipe_landmarks/part_6_above_video_12.npz
alarm,mediapipe_landmarks/part_3_3825028316342891-ALARM.npz
hospital,mediapipe_landmarks/part_9_hospital_20241119_172645_42.npz
down,mediapipe_landmarks/part_8_down_video_28.npz
how,mediapipe_landmarks/part_9_how_20241119_172645_62.npz
drown,mediapipe_landmarks/part_8_drown_20241119_172640_85.npz
help,mediapipe_landmarks/part_1_15046472702938374-HELP.npz
why,mediapipe_landmarks/part_11_why_video_10.npz
blood,mediapipe_landmarks/part_7_blood_8.npz
alarm,mediapipe_landmarks/part_6_alarm_video_4.npz
under,mediapipe_landmarks/part_1_12127008483455959-UNDER.npz
call,mediapipe_landmarks/part_7_call_20241119_172635_68.npz
phone,mediapipe_landmarks/part_10_phone_video_2.npz
why,mediapipe_landmarks/part_11_why_video_13.npz
fs,mediapipe_landmarks/part_10_r_6_r_aug_13.npz
right,mediapipe_landmarks/part_10_right_20241119_172651_68.npz
fs,mediapipe_landmarks/part_6_Z_video_0_z_aug_29.npz
no,mediapipe_landmarks/part_9_no_video_8.npz
water,mediapipe_landmarks/part_5_7705639151800205-WATER.npz
tty,mediapipe_landmarks/part_1_12081639101060215-TTY.npz
escape,mediapipe_landmarks/part_3_5346240933755744-ESCAPE.npz
no,mediapipe_landmarks/part_5_7931075492698656-NO.npz
when,mediapipe_landmarks/part_6_9388978622277493-WHEN.npz
wait,mediapipe_landmarks/part_4_6363494051663907-WAIT.npz
now,mediapipe_landmarks/part_9_now_1.npz
rescue,mediapipe_landmarks/part_2_2908638651106714-RESCUE.npz
fs,mediapipe_landmarks/part_6_P_video_0_p_aug_27.npz
over,mediapipe_landmarks/part_9_over_video_5.npz
fs,mediapipe_landmarks/part_9_l_4_l_aug_27.npz
anyone,mediapipe_landmarks/part_5_8485513646497005-ANYONE.npz
shooting,mediapipe_landmarks/part_5_8204469040280014-SHOOTING.npz
deaf,mediapipe_landmarks/part_7_deaf_20241119_172639_33.npz
sign,mediapipe_landmarks/part_1_0328053814877749-SIGN.npz
doctor,mediapipe_landmarks/part_8_doctor_20241119_172640_30.npz
doctor,mediapipe_landmarks/part_8_doctor_20241119_172640_70.npz
gun,mediapipe_landmarks/part_8_gun_20241119_172644_24.npz
who,mediapipe_landmarks/part_4_6723858714545425-seedWHO.npz
pain,mediapipe_landmarks/part_1_0061254309383598216-PAIN.npz
siren,mediapipe_landmarks/part_1_08032050435290783-SIREN.npz
over,mediapipe_landmarks/part_3_4768547434529178-OVER.npz
stop,mediapipe_landmarks/part_11_stop_video_32.npz
pain,mediapipe_landmarks/part_6_9177378686473288-PAIN.npz
left,mediapipe_landmarks/part_3_4006395694593461-LEFT.npz
near,mediapipe_landmarks/part_5_8335087724202477-NEAR.npz
rescue,mediapipe_landmarks/part_1_05431716662441799-RESCUE.npz
doctor,mediapipe_landmarks/part_8_doctor_20241119_172640_49.npz
when,mediapipe_landmarks/part_11_when_video_5.npz
bleed,mediapipe_landmarks/part_3_4043587378973368-seedBLEED.npz
right,mediapipe_landmarks/part_10_right_20241119_172651_28.npz
interpreter,mediapipe_landmarks/part_9_interpreter.npz
who,mediapipe_landmarks/part_11_who_video_3.npz
careful,mediapipe_landmarks/part_6_9695555294102203-CAREFUL.npz
fs,mediapipe_landmarks/part_6_U • ASL Dictionary_u_aug_24.npz
sign,mediapipe_landmarks/part_2_2386452559431056-SIGN.npz
fire,mediapipe_landmarks/part_5_7356604848032693-FIRE.npz
ok,mediapipe_landmarks/part_3_4582628988743378-OK.npz
hurt,mediapipe_landmarks/part_9_hurt_7.npz
safe,mediapipe_landmarks/part_2_35789078110146955-SAFE.npz
ok,mediapipe_landmarks/part_4_6785114540405601-OK.npz
water,mediapipe_landmarks/part_5_7276443456531434-WATER.npz
no,mediapipe_landmarks/part_1_01379619951634381-NO.npz
back,mediapipe_landmarks/part_4_6127036021444041-BACK.npz
fire,mediapipe_landmarks/part_6_9670746241323227-FIRE.npz
interpreter,mediapipe_landmarks/part_5_7449413893913774-INTERPRETER.npz
gun,mediapipe_landmarks/part_8_gun_20241119_172644_51.npz
go,mediapipe_landmarks/part_8_go_33.npz
bleed,mediapipe_landmarks/part_5_8426050750595746-BLEED.npz
fingerspelling,mediapipe_landmarks/part_5_8715823702566576-FINGERSPELLING.npz
escape,mediapipe_landmarks/part_8_escape_7.npz
shoot,mediapipe_landmarks/part_10_shoot_20241119_172653_57.npz
hardofhearing,mediapipe_landmarks/part_1_15215994145116896-HARD OF_HEARING.npz
doctor,mediapipe_landmarks/part_8_doctor_20241119_172640_71.npz
ok,mediapipe_landmarks/part_9_ok_1.npz
smoke,mediapipe_landmarks/part_10_smoke_video_15.npz
deaf,mediapipe_landmarks/part_7_deaf_20241119_172639_52.npz
read,mediapipe_landmarks/part_10_read_video_0.npz
gun,mediapipe_landmarks/part_8_gun_20241119_172644_59.npz
outside,mediapipe_landmarks/part_1_09558282585892797-OUTSIDE.npz
no,mediapipe_landmarks/part_3_5309657970849855-NO.npz
fs,mediapipe_landmarks/part_10_q_1_q_aug_33.npz
understand,mediapipe_landmarks/part_5_8604241021179426-UNDERSTAND.npz
ok,mediapipe_landmarks/part_2_2795008669013317-OK.npz
call,mediapipe_landmarks/part_7_call_20241119_172635_70.npz
doctor,mediapipe_landmarks/part_8_doctor_20241119_172640_83.npz
drown,mediapipe_landmarks/part_8_drown_20241119_172640_94.npz
down,mediapipe_landmarks/part_8_down_video_32.npz
up,mediapipe_landmarks/part_4_670269253669108-UP.npz
call,mediapipe_landmarks/part_7_call_20241119_172635_82.npz
gun,mediapipe_landmarks/part_8_gun_20241119_172644_28.npz
over,mediapipe_landmarks/part_9_over_video_1.npz
down,mediapipe_landmarks/part_2_20799537009290803-DOWN.npz
accident,mediapipe_landmarks/part_5_8115127991954083-ACCIDENT.npz
drown,mediapipe_landmarks/part_8_drown_20241119_172640_53.npz
yes,mediapipe_landmarks/part_3_44146024789241256-YES.npz
calltty,mediapipe_landmarks/part_4_6943175331907006-CALL TTY.npz
back,mediapipe_landmarks/part_2_2944283140098787-BACK.npz
go,mediapipe_landmarks/part_2_20492226110701672-GO.npz
drown,mediapipe_landmarks/part_8_drown_20241119_172640_50.npz
accident,mediapipe_landmarks/part_6_accident_video_9.npz
call,mediapipe_landmarks/part_7_call_20241119_172635_49.npz
ok,mediapipe_landmarks/part_2_29669279681518446-OK.npz
blood,mediapipe_landmarks/part_4_5794685594407252-BLOOD.npz
need,mediapipe_landmarks/part_4_5597756711675372-NEED.npz
shoot,mediapipe_landmarks/part_10_shoot_20241119_172653_18.npz
how,mediapipe_landmarks/part_9_how_20241119_172645_84.npz
understand,mediapipe_landmarks/part_4_6424637597161564-UNDERSTAND.npz
wait,mediapipe_landmarks/part_1_15263395462454632-WAIT.npz
call,mediapipe_landmarks/part_7_call_20241119_172635_26.npz
yes,mediapipe_landmarks/part_11_yes_video_3.npz
fs,mediapipe_landmarks/part_6_X_video_1_x_aug_0.npz
write,mediapipe_landmarks/part_4_582860551991583-WRITE.npz
understand,mediapipe_landmarks/part_11_understand_video_4.npz
drown,mediapipe_landmarks/part_8_drown_20241119_172640_45.npz
fs,mediapipe_landmarks/part_11_u_2_u_aug_0.npz
call,mediapipe_landmarks/part_7_call_20241119_172635_39.npz
outside,mediapipe_landmarks/part_1_10349425935386236-OUTSIDE.npz
water,mediapipe_landmarks/part_4_7176990560462237-WATER.npz
back,mediapipe_landmarks/part_5_7536183127075402-BACK.npz
fingerspell,mediapipe_landmarks/part_1_07904389465473627-FINGERSPELL.npz
fs,mediapipe_landmarks/part_8_g_7_g_aug_4.npz
hospital,mediapipe_landmarks/part_9_hospital_20241119_172645_54.npz
smoke,mediapipe_landmarks/part_6_9127214946836857-SMOKE.npz
doctor,mediapipe_landmarks/part_8_doctor_20241119_172640_64.npz
drown,mediapipe_landmarks/part_8_drown_20241119_172640_70.npz
tty,mediapipe_landmarks/part_5_8583456468956183-TTY.npz
know,mediapipe_landmarks/part_3_3814009077656757-KNOW.npz
sick,mediapipe_landmarks/part_10_sick_7.npz
drown,mediapipe_landmarks/part_8_drown_20241119_172640_14.npz
read,mediapipe_landmarks/part_6_9985068116144047-READ.npz
callattention,mediapipe_landmarks/part_2_23558820050532314-CALL ATTENTION.npz
call,mediapipe_landmarks/part_7_call_20241119_172635_77.npz
what,mediapipe_landmarks/part_11_what_20241119_172657_69.npz
fs,mediapipe_landmarks/part_6_Q_video_1_q_aug_27.npz
pain,mediapipe_landmarks/part_3_46245201069940745-PAIN.npz
alarm,mediapipe_landmarks/part_5_7502738277577992-ALARM.npz
right,mediapipe_landmarks/part_10_right_20241119_172651_102.npz
outside,mediapipe_landmarks/part_6_9823239392541816-OUTSIDE.npz
water,mediapipe_landmarks/part_3_47911865396339715-WATER.npz
alarm,mediapipe_landmarks/part_4_6162497245482246-ALARM.npz
inside,mediapipe_landmarks/part_1_15984121329736567-INSIDE.npz
near,mediapipe_landmarks/part_9_near_video_33.npz
fs,mediapipe_landmarks/part_9_o_1.npz
name,mediapipe_landmarks/part_9_name_video_6.npz
hospital,mediapipe_landmarks/part_9_hospital_20241119_172645_53.npz
near,mediapipe_landmarks/part_9_near_9.npz
go,mediapipe_landmarks/part_3_4795164850135014-GO.npz
accident,mediapipe_landmarks/part_6_accident_9.npz
careful,mediapipe_landmarks/part_7_careful_12.npz
right,mediapipe_landmarks/part_10_right_20241119_172651_67.npz
when,mediapipe_landmarks/part_11_when_12.npz
need,mediapipe_landmarks/part_3_37372322284413917-NEED.npz
hospital,mediapipe_landmarks/part_9_hospital_20241119_172645_34.npz
shoot,mediapipe_landmarks/part_10_shoot_20241119_172653_38.npz
fire,mediapipe_landmarks/part_2_28511545655411874-FIRE.npz
front,mediapipe_landmarks/part_2_2689402706426016-FRONT.npz
pain,mediapipe_landmarks/part_3_374792426110897-PAIN.npz
hardofhearing,mediapipe_landmarks/part_1_008963709176522006-seedHARD OF_HEARING.npz
inside,mediapipe_landmarks/part_1_03049942828394614-INSIDE.npz
gun,mediapipe_landmarks/part_8_gun_20241119_172644_72.npz
up,mediapipe_landmarks/part_11_up_video_0.npz
alarm,mediapipe_landmarks/part_3_36285227744262327-ALARM.npz
up,mediapipe_landmarks/part_6_9132401961065522-UP.npz
behind,mediapipe_landmarks/part_7_behind_video_10.npz
how,mediapipe_landmarks/part_9_how_20241119_172645_66.npz
why,mediapipe_landmarks/part_11_why_video_8.npz
no,mediapipe_landmarks/part_6_9616432008129339-NO.npz
how,mediapipe_landmarks/part_9_how_20241119_172645_3.npz
fingerspell,mediapipe_landmarks/part_4_6962930143301989-FINGERSPELL.npz
nurse,mediapipe_landmarks/part_9_nurse_video_10.npz
read,mediapipe_landmarks/part_10_read.npz
danger,mediapipe_landmarks/part_5_8974496496188002-DANGER.npz
fs,mediapipe_landmarks/part_6_Y_video_1_y_aug_22.npz
gun,mediapipe_landmarks/part_8_gun_20241119_172644_63.npz
fs,mediapipe_landmarks/part_9_o_1_o_aug_9.npz
call,mediapipe_landmarks/part_7_call_20241119_172635_42.npz
fs,mediapipe_landmarks/part_6_S_video_4.npz
fingerspelling,mediapipe_landmarks/part_3_40884665207927284-FINGERSPELLING.npz
down,mediapipe_landmarks/part_1_08225253598943949-DOWN.npz
shooting,mediapipe_landmarks/part_10_shooting_video_0.npz
shooting,mediapipe_landmarks/part_6_966721661679286-seedSHOOTING.npz
call,mediapipe_landmarks/part_7_call_20241119_172635_29.npz
breathe,mediapipe_landmarks/part_6_9765384453718793-BREATHE.npz
deaf,mediapipe_landmarks/part_7_deaf_20241119_172639_1.npz
over,mediapipe_landmarks/part_3_5251332705802094-OVER.npz
callattention,mediapipe_landmarks/part_3_5179804929899696-CALL ATTENTION.npz
gun,mediapipe_landmarks/part_8_gun_20241119_172644_68.npz
breathe,mediapipe_landmarks/part_6_9557074753522998-BREATHE.npz
up,mediapipe_landmarks/part_11_up_9.npz
above,mediapipe_landmarks/part_5_8571485632178022-ABOVE.npz
sign,mediapipe_landmarks/part_3_3925269953820827-SIGN.npz
danger,mediapipe_landmarks/part_3_35996196778832323-DANGER.npz
go,mediapipe_landmarks/part_8_go_video_30.npz
how,mediapipe_landmarks/part_9_how_20241119_172645_45.npz
up,mediapipe_landmarks/part_11_up_video_12.npz
callattention,mediapipe_landmarks/part_2_30922638283210313-CALL ATTENTION.npz
behind,mediapipe_landmarks/part_4_679661147866973-BEHIND.npz
drown,mediapipe_landmarks/part_8_drown_20241119_172640_100.npz
yes,mediapipe_landmarks/part_6_9953610281521326-YES.npz
back,mediapipe_landmarks/part_5_8354481399932423-BACK.npz
why,mediapipe_landmarks/part_11_why_8.npz
drown,mediapipe_landmarks/part_8_drown_20241119_172640_113.npz
behind,mediapipe_landmarks/part_7_behind_video_14.npz
how,mediapipe_landmarks/part_9_how_20241119_172645_18.npz
read,mediapipe_landmarks/part_10_read_10.npz
fire,mediapipe_landmarks/part_8_fire_video_3.npz
calltty,mediapipe_landmarks/part_1_12727994381994168-CALL TTY.npz
wait,mediapipe_landmarks/part_11_wait_video_9.npz
go,mediapipe_landmarks/part_8_go_video_21.npz
drown,mediapipe_landmarks/part_8_drown_20241119_172640_19.npz
interpreter,mediapipe_landmarks/part_1_060176274185742784-INTERPRETER.npz
need,mediapipe_landmarks/part_4_6635655797958437-NEED.npz
deaf,mediapipe_landmarks/part_7_deaf_20241119_172639_38.npz
drown,mediapipe_landmarks/part_8_drown_20241119_172640_41.npz
outside,mediapipe_landmarks/part_3_5307675851880209-OUTSIDE.npz
safe,mediapipe_landmarks/part_10_safe_video_6.npz
fs,mediapipe_landmarks/part_6_X_video_1_x_aug_1.npz
above,mediapipe_landmarks/part_2_34493168805554775-ABOVE.npz
back,mediapipe_landmarks/part_6_back_9.npz
water,mediapipe_landmarks/part_6_H2O_video_7.npz
near,mediapipe_landmarks/part_9_near_2.npz
alarm,mediapipe_landmarks/part_6_alarm_5.npz
fs,mediapipe_landmarks/part_6_M_video_1_m_aug_1.npz
anyone,mediapipe_landmarks/part_5_8101190988385516-ANYONE.npz
alarm,mediapipe_landmarks/part_6_alarm_1.npz
hospital,mediapipe_landmarks/part_9_hospital_20241119_172645_5.npz
gun,mediapipe_landmarks/part_8_gun_20241119_172644_8.npz
siren,mediapipe_landmarks/part_2_18820142261023975-SIREN.npz
accident,mediapipe_landmarks/part_4_5977951646216033-ACCIDENT.npz
doctor,mediapipe_landmarks/part_8_doctor_20241119_172640_32.npz
know,mediapipe_landmarks/part_9_know_15.npz
who,mediapipe_landmarks/part_4_5788460385097332-WHO.npz
blood,mediapipe_landmarks/part_7_blood_video_2.npz
front,mediapipe_landmarks/part_2_2944366076565157-FRONT.npz
phone,mediapipe_landmarks/part_2_3093551825088652-PHONE.npz
call,mediapipe_landmarks/part_7_call_20241119_172635_37.npz
blood,mediapipe_landmarks/part_4_5761173217129232-BLOOD.npz
shoot,mediapipe_landmarks/part_10_shoot_20241119_172653_27.npz
understand,mediapipe_landmarks/part_4_6593382490905721-UNDERSTAND.npz
shoot,mediapipe_landmarks/part_10_shoot_20241119_172653_15.npz
fingerspell,mediapipe_landmarks/part_3_424132338192011-FINGERSPELL.npz
go,mediapipe_landmarks/part_2_19195912453679753-GO.npz
tty,mediapipe_landmarks/part_3_47716596498279173-TTY.npz
shoot,mediapipe_landmarks/part_10_shoot_20241119_172653_63.npz
blood,mediapipe_landmarks/part_1_12707382264347866-BLOOD.npz
know,mediapipe_landmarks/part_9_know_12.npz
deaf,mediapipe_landmarks/part_7_deaf_20241119_172639_53.npz
gun,mediapipe_landmarks/part_8_gun_20241119_172644_52.npz
name,mediapipe_landmarks/part_6_9125300798453833-NAME.npz
near,mediapipe_landmarks/part_4_6872173557168539-NEAR.npz
hardofhearing,mediapipe_landmarks/part_3_49605174025019005-HARD OF_HEARING.npz
behind,mediapipe_landmarks/part_4_6052192118347557-seedBEHIND.npz
phone,mediapipe_landmarks/part_5_7776387397789923-PHONE.npz
fs,mediapipe_landmarks/part_6_a_6_a_aug_0.npz
over,mediapipe_landmarks/part_9_over_10.npz
calltty,mediapipe_landmarks/part_1_08735592479278997-CALL TTY.npz
drown,mediapipe_landmarks/part_8_drown_20241119_172640_135.npz
fs,mediapipe_landmarks/part_6_D • ASL Dictionary.npz
hospital,mediapipe_landmarks/part_9_hospital_20241119_172645_74.npz
inside,mediapipe_landmarks/part_5_7377458768815033-INSIDE.npz
back,mediapipe_landmarks/part_1_052757066467205904-BACK.npz
callattention,mediapipe_landmarks/part_2_3155806779456367-CALL ATTENTION.npz
fs,mediapipe_landmarks/part_6_A_video_0_a_aug_31.npz
need,mediapipe_landmarks/part_1_04669408879006931-NEED.npz
why,mediapipe_landmarks/part_4_6217493782065597-WHY.npz
pain,mediapipe_landmarks/part_1_02676525194121826-PAIN.npz
fs,mediapipe_landmarks/part_11_v_2.npz
fire,mediapipe_landmarks/part_8_fire_video_6.npz
now,mediapipe_landmarks/part_6_919998346581087-NOW.npz
understand,mediapipe_landmarks/part_11_understand_video_5.npz
go,mediapipe_landmarks/part_3_41579421019094553-GO.npz
stop,mediapipe_landmarks/part_11_stop_4.npz
shoot,mediapipe_landmarks/part_10_shoot_20241119_172653_13.npz
near,mediapipe_landmarks/part_3_5207058565200182-NEAR.npz
breathe,mediapipe_landmarks/part_4_627469155875727-BREATHE.npz
stop,mediapipe_landmarks/part_4_5495256812953944-STOP.npz
name,mediapipe_landmarks/part_4_6398020473925876-NAME.npz
right,mediapipe_landmarks/part_10_right_20241119_172651_72.npz
interpreter,mediapipe_landmarks/part_3_3921287402137754-INTERPRETER.npz
stop,mediapipe_landmarks/part_11_stop_video_12.npz
back,mediapipe_landmarks/part_6_back_video_32.npz
left,mediapipe_landmarks/part_9_left_video_5.npz
fire,mediapipe_landmarks/part_6_935932776840172-FIRE.npz
doctor,mediapipe_landmarks/part_8_doctor_20241119_172640_66.npz
between,mediapipe_landmarks/part_3_4563531051669103-BETWEEN.npz
why,mediapipe_landmarks/part_2_28913897920899023-WHY.npz
pain,mediapipe_landmarks/part_6_9407855177746578-PAIN.npz
outside,mediapipe_landmarks/part_1_15921525116787727-OUTSIDE.npz
rescue,mediapipe_landmarks/part_4_5388279912618266-RESCUE.npz
safe,mediapipe_landmarks/part_10_safe_video_4.npz
drown,mediapipe_landmarks/part_8_drown_20241119_172640_89.npz
blood,mediapipe_landmarks/part_2_3425301802301728-BLOOD.npz
go,mediapipe_landmarks/part_8_go_video_10.npz
who,mediapipe_landmarks/part_1_14452193915198386-WHO.npz
tty,mediapipe_landmarks/part_1_0618700330872044-TTY.npz
back,mediapipe_landmarks/part_6_back_video_18.npz
call,mediapipe_landmarks/part_7_call_20241119_172635_48.npz
smoke,mediapipe_landmarks/part_10_smoke_video_14.npz
name,mediapipe_landmarks/part_4_5439490417710435-NAME.npz
go,mediapipe_landmarks/part_8_go_video_48.npz
hurt,mediapipe_landmarks/part_6_958666333331422-HURT.npz
need,mediapipe_landmarks/part_5_7542100183321416-NEED.npz
who,mediapipe_landmarks/part_2_22349971035391758-WHO.npz
calltty,mediapipe_landmarks/part_4_568818048922445-CALL TTY.npz
what,mediapipe_landmarks/part_11_what_20241119_172657_59.npz
fs,mediapipe_landmarks/part_6_P_video_0_p_aug_6.npz
breathe,mediapipe_landmarks/part_4_7197957935318893-BREATHE.npz
fingerspell,mediapipe_landmarks/part_2_2442961762947633-FINGERSPELL.npz
inside,mediapipe_landmarks/part_4_5817458379050824-INSIDE.npz
drown,mediapipe_landmarks/part_8_drown_20241119_172640_29.npz
right,mediapipe_landmarks/part_10_right_20241119_172651_63.npz
right,mediapipe_landmarks/part_10_right_20241119_172651_5.npz
shoot,mediapipe_landmarks/part_10_shoot_20241119_172653_83.npz
between,mediapipe_landmarks/part_4_6287079618715046-BETWEEN.npz
yes,mediapipe_landmarks/part_6_9605571410103191-YES.npz
now,mediapipe_landmarks/part_4_5484965265051842-NOW.npz
fs,mediapipe_landmarks/part_8_g_3_g_aug_33.npz
near,mediapipe_landmarks/part_9_near_video_17.npz
go,mediapipe_landmarks/part_8_go_video_9.npz
what,mediapipe_landmarks/part_11_what_20241119_172657_78.npz
shoot,mediapipe_landmarks/part_10_shoot_20241119_172653_9.npz
careful,mediapipe_landmarks/part_7_careful_10.npz
drown,mediapipe_landmarks/part_8_drown_20241119_172640_84.npz
address,mediapipe_landmarks/part_6_address_video_6.npz
pain,mediapipe_landmarks/part_5_8882527528736919-PAIN.npz
down,mediapipe_landmarks/part_8_down_video_25.npz
understand,mediapipe_landmarks/part_5_8071758688201891-UNDERSTAND.npz
hospital,mediapipe_landmarks/part_9_hospital_20241119_172645_65.npz
danger,mediapipe_landmarks/part_5_7964352711893699-DANGER.npz
breathe,mediapipe_landmarks/part_4_6451512079077941-BREATHE.npz
drown,mediapipe_landmarks/part_8_drown_20241119_172640_17.npz
over,mediapipe_landmarks/part_9_over_video_6.npz
right,mediapipe_landmarks/part_10_right_20241119_172651_54.npz
front,mediapipe_landmarks/part_1_0483889876525887-FRONT.npz
pain,mediapipe_landmarks/part_3_37134269046205026-PAIN.npz
near,mediapipe_landmarks/part_9_near_video_36.npz
hospital,mediapipe_landmarks/part_9_hospital_20241119_172645_33.npz
read,mediapipe_landmarks/part_1_07700895767889127-READ.npz
back,mediapipe_landmarks/part_4_6679508760345139-BACK.npz
gun,mediapipe_landmarks/part_8_gun_20241119_172644_41.npz
sign,mediapipe_landmarks/part_10_sign_video_13.npz
doctor,mediapipe_landmarks/part_8_doctor_20241119_172640_74.npz
nurse,mediapipe_landmarks/part_1_06228664230447878-NURSE.npz
drown,mediapipe_landmarks/part_8_drown_20241119_172640_124.npz
no,mediapipe_landmarks/part_1_09714329486323847-NO.npz
now,mediapipe_landmarks/part_6_9046369726997978-NOW.npz
bleed,mediapipe_landmarks/part_2_307871341318235-BLEED.npz
know,mediapipe_landmarks/part_2_2503930490736366-KNOW.npz
right,mediapipe_landmarks/part_10_right_20241119_172651_70.npz
fs,mediapipe_landmarks/part_6_B_video_1_b_aug_9.npz
who,mediapipe_landmarks/part_1_17383536861491344-WHO.npz
deaf,mediapipe_landmarks/part_7_deaf_20241119_172639_82.npz
right,mediapipe_landmarks/part_10_right_20241119_172651_112.npz
back,mediapipe_landmarks/part_6_back_video_6.npz
right,mediapipe_landmarks/part_10_right_20241119_172651_38.npz
shoot,mediapipe_landmarks/part_10_shoot_20241119_172653_2.npz
name,mediapipe_landmarks/part_9_name_9.npz
right,mediapipe_landmarks/part_10_right_20241119_172651_41.npz
pain,mediapipe_landmarks/part_1_054502038668710284-PAIN.npz
fire,mediapipe_landmarks/part_8_fire_video_7.npz
hurt,mediapipe_landmarks/part_9_hurt_video_20.npz
fs,mediapipe_landmarks/part_9_i_7_i_aug_32.npz
anyone,mediapipe_landmarks/part_2_2590930129006048-ANYONE.npz
careful,mediapipe_landmarks/part_2_25338466183689135-CAREFUL.npz
fs,mediapipe_landmarks/part_6_C • ASL Dictionary_c_aug_2.npz
accident,mediapipe_landmarks/part_3_4337179121121768-ACCIDENT.npz
doctor,mediapipe_landmarks/part_8_doctor_20241119_172640_37.npz
wait,mediapipe_landmarks/part_11_wait_11.npz
gun,mediapipe_landmarks/part_8_gun_20241119_172644_84.npz
nurse,mediapipe_landmarks/part_1_012919069503452452-NURSE.npz
know,mediapipe_landmarks/part_9_know_video_1.npz
right,mediapipe_landmarks/part_10_right_20241119_172651_98.npz
safe,mediapipe_landmarks/part_10_safe_5.npz
no,mediapipe_landmarks/part_5_8323715285073319-NO.npz
alarm,mediapipe_landmarks/part_1_09330664599587468-ALARM.npz
name,mediapipe_landmarks/part_4_5806721734598892-NAME.npz
hospital,mediapipe_landmarks/part_9_hospital_20241119_172645_1.npz
shoot,mediapipe_landmarks/part_10_shoot_20241119_172653_68.npz
hospital,mediapipe_landmarks/part_9_hospital_20241119_172645_17.npz
yes,mediapipe_landmarks/part_1_05574938180658928-YES.npz
hospital,mediapipe_landmarks/part_9_hospital_20241119_172645_36.npz
